DJI_0979.JPG
100161	251	2989
100162	320	2954
100163	1453	2902
100164	2089	2915
100165	1998	2905
100166	2106	2837
100167	2424	2975
100168	2844	3046
100169	3096	2878
100170	3354	2935
100171	4001	2983
100172	281	3165
100173	516	3228
100174	667	3231
100175	1079	3169
100176	1276	3213
100177	1379	3266
100178	1619	3094
100179	1796	3237
100180	2668	3206
100181	2842	3076
100182	3101	3223
100183	3191	3249
100184	3328	3198
100185	3867	3190
100186	4136	3196
100187	4244	3181
100188	4743	3105
100189	200	3396
100190	437	3529
100191	628	3551
100192	1762	3424
100193	1931	3389
100194	2205	3406
100195	2426	3310
100196	2596	3331
100197	2945	3467
100198	3313	3407
100199	3448	3466
100200	3745	3278
100201	4184	3247
100202	4168	3300
100203	4307	3328
100204	4489	3386
100205	4668	3375
100206	746	3575
100207	881	3614
100208	1260	3548
100209	1733	3533
100210	2109	3602
100211	2111	3536
100212	2334	3538
100213	2276	3547
100214	2438	3528
100215	2735	3557
100216	3115	3601
100217	3102	3614
100218	3480	3516
100220	4361	3566
100221	4420	3612
100222	68	802
100223	109	674
100224	351	613
100225	513	763
100226	594	722
100227	843	651
100228	1171	642
100229	1309	590
100230	1152	773
100231	1652	681
100232	1509	629
100233	2338	649
100234	2514	553
100235	2999	681
100236	3285	679
100237	4096	610
100238	3844	711
100239	4428	547
100240	4491	630
100241	4679	556
100242	185	879
100243	200	979
100244	843	957
100245	1140	960
100246	1499	901
100247	1457	963
100248	2177	822
100249	2438	956
100250	2813	907
100251	3228	923
100252	3175	863
100253	3257	818
100254	3326	953
100255	4151	845
100256	4091	854
100257	4390	885
100258	4382	806
100259	4648	838
100260	4514	761
100261	134	1231
100262	318	1136
100263	540	1055
100264	1118	1195
100265	1101	1228
100266	1308	1044
100267	1148	1048
100268	1468	1120
100269	2290	1169
100270	2464	1158
100271	2892	1050
100272	3021	1127
100273	3020	1111
100274	3373	1000
100275	3708	955
100276	3713	1152
100277	3924	1051
100278	4309	1086
100279	4200	937
100280	448	1273
100281	222	1344
100282	738	1325
100283	693	1304
100284	1054	1292
100285	873	1323
100286	1384	1408
100287	1332	1359
100288	1544	1413
100289	1989	1331
100290	1960	1341
100291	2392	1312
100292	2741	1208
100293	3107	1355
100294	3001	1270
100295	3786	1222
100296	3983	1313
100297	4209	1196
100298	682	1569
100299	905	1564
100300	892	1666
100301	1222	1635
100302	1169	1584
100303	1938	1543
100304	1883	1635
100305	2904	1481
100306	3050	1484
100307	3325	1601
100308	3542	1644
100309	3702	1517
100310	3640	1505
100311	3771	1531
100312	4096	1615
100313	4455	1485
100314	4702	1554
100315	971	1733
100316	1198	1863
100317	2238	1743
100318	2479	1704
100319	2482	1773
100321	3035	1811
100322	3803	1771
100323	3900	1891
100324	4206	1699
100325	4709	1760
100326	162	2113
100327	341	2158
100328	353	2102
100329	582	2137
100330	695	2090
100331	1006	1998
100332	1690	1986
100333	1704	1973
100334	1880	2067
100335	2280	2006
100336	2376	2075
100337	2887	2121
100338	3065	1967
100339	3049	2081
100340	3286	2119
100341	3354	1968
100342	3981	1968
100343	4492	2015
100344	4259	2069
100345	4764	1891
100346	1799	2328
100347	2138	2304
100348	2670	2357
100349	2605	2317
100350	2741	2323
100351	3012	2132
100352	3009	2269
100353	3392	2375
100354	4038	2169
100355	4469	2145
100357	126	2635
100358	139	2638
100359	764	2551
100360	891	2482
100361	1610	2580
100362	1854	2583
100363	2363	2376
100364	2352	2362
100365	2507	2561
100366	2869	2510
100367	2888	2488
100368	3895	2357
100369	3990	2436
100370	4101	2469
100372	174	2732
100373	507	2824
100374	796	2798
100375	924	2704
100376	1254	2680
100377	1732	2643
100378	1805	2687
100379	1875	2776
100380	2379	2743
100381	2541	2675
100382	2505	2809
100383	3650	2730
100384	3994	2596
100385	3914	2571
100386	273	2910
100387	489	3060
100388	610	3094
100389	830	2904
100390	1185	3039
100391	1002	3064
100392	1373	2889
100393	1637	3034
100394	1608	2937
100395	2378	3010
100396	2413	2991
100398	3513	3014
100399	3772	3066
100400	3768	2946
100401	4210	2842
100402	4411	3012
100404	89	3247
100405	333	3217
100406	831	3206
100407	988	3111
100408	1266	3115
100409	1912	3069
100410	2064	3230
100411	2247	3085
100412	2168	3134
100413	2510	3151
100414	2632	3202
100415	2768	3090
100416	2808	3222
100417	3074	3168
100418	3426	3161
100419	3880	3092
100420	4084	3049
100421	4275	3145
100422	4659	3187
100423	179	3554
100424	565	3518
100425	637	3469
100426	1120	3412
100427	1117	3436
100428	1280	3522
100429	1216	3468
100430	1594	3395
100431	1958	3374
100432	2236	3357
100433	2766	3498
100434	3182	3347
100435	3334	3470
100436	3450	3395
100437	3688	3420
100438	3920	3389
100439	4695	3451
100440	503	3568
100441	1102	3612
100442	1170	3590
100443	1317	3574
100444	1622	3575
100445	2587	3518
100446	2957	3537
100447	4681	3509
100448	4731	3591

-99
