1	1	451	181
2	1	340	765
1	2	347	171
2	2	237	762
1	3	999	175
2	3	888	738
1	4	1194	212
2	4	1084	767
1	5	2199	201
2	5	2089	716
1	6	2139	191
2	6	2030	707
1	7	2774	132
2	7	2660	635
1	8	2778	181
2	8	2668	686
1	9	3140	107
2	9	3015	693
1	10	3068	126
2	10	2943	709
1	11	3589	187
2	11	3478	690
1	12	3623	54
2	12	3508	547
1	13	3904	219
2	13	3794	708
1	14	3764	43
2	14	3648	532
1	15	3694	117
2	15	3582	610
1	16	4546	165
2	16	4436	633
1	17	542	231
2	17	434	813
1	18	400	430
2	18	299	1017
1	19	717	345
2	19	613	921
1	20	785	290
2	20	678	862
1	21	1043	233
2	21	934	794
1	22	1248	367
2	22	1144	920
1	23	1680	285
2	23	1573	820
1	24	2094	403
2	24	1992	923
1	25	2088	324
2	25	1982	844
1	26	2186	280
2	26	2079	798
1	27	2506	242
2	27	2397	746
1	28	2786	255
2	28	2678	760
1	29	3928	235
2	29	3818	726
1	30	3910	230
2	30	3800	719
1	31	147	634
2	31	55	1231
1	32	396	674
2	32	305	1261
1	33	765	520
2	33	667	1093
1	34	1704	570
2	34	1608	1106
1	35	1936	631
2	35	1841	1158
1	36	1938	645
2	36	1846	1174
1	37	2418	522
2	37	2320	1030
1	38	2576	605
2	38	2481	1112
1	39	2829	571
2	39	2733	1081
1	40	3460	615
2	40	3364	1126
1	41	4051	524
2	41	3954	1012
1	42	4679	588
2	42	4579	1105
1	43	4652	620
2	43	4554	1136
1	44	236	758
2	44	148	1351
1	45	1651	785
2	45	1562	1323
1	46	1680	690
2	46	1588	1227
1	47	2389	692
2	47	2297	1203
1	48	2287	746
2	48	2198	1259
1	49	2635	841
2	49	2548	1355
1	50	2833	778
2	50	2744	1291
1	51	3575	721
2	51	3483	1227
1	52	3354	745
2	52	3262	1257
1	53	3772	826
2	53	3683	1327
1	54	4069	731
2	54	3979	1226
1	55	4479	781
2	55	4387	1304
1	56	4728	866
2	56	4642	1388
1	57	4682	826
2	57	4593	1348
1	58	423	1026
2	58	343	1613
1	59	508	947
2	59	426	1533
1	60	778	1126
