2	60	702	1702
1	61	1312	1001
2	61	1232	1553
1	62	1565	1055
2	62	1485	1598
1	63	1786	1076
2	63	1708	1611
1	64	2370	1122
2	64	2294	1634
1	65	2670	1037
2	65	2589	1555
1	66	2708	980
2	66	2626	1498
1	67	3003	1100
2	67	2923	1622
1	68	3229	968
2	68	3145	1490
1	69	4187	1000
2	69	4104	1521
1	70	4466	1102
2	70	4385	1626
1	71	4615	1138
2	71	4536	1657
1	72	799	1150
2	72	725	1720
1	73	1117	1159
2	73	1044	1719
1	74	1255	1304
2	74	1186	1857
1	75	1793	1150
2	75	1719	1682
1	76	2101	1298
2	76	2038	1831
1	77	2428	1213
2	77	2355	1727
1	78	3024	1247
2	78	2949	1771
1	79	3113	1157
2	79	3036	1681
1	80	3539	1329
2	80	3468	1853
1	81	3518	1230
2	81	3443	1749
1	82	3778	1168
2	82	3701	1682
1	83	4203	1162
2	83	4127	1662
1	84	4511	1268
2	84	4438	1789
1	85	208	1504
2	85	150	2098
1	86	747	1470
2	86	683	2044
1	87	1044	1418
2	87	980	1980
1	88	1493	1564
2	88	1433	2110
1	89	1365	1557
2	89	1304	2107
1	90	1544	1402
2	90	1478	1945
1	91	2077	1512
2	91	2016	2033
1	92	2382	1594
2	92	2322	2118
1	93	2446	1426
2	93	2381	1948
1	94	2563	1456
2	94	2498	1982
1	95	2548	1540
2	95	2486	2067
1	96	2910	1499
2	96	2845	2027
1	97	3835	1564
2	97	3770	2102
1	98	3680	1571
2	98	3614	2117
1	99	4049	1427
2	99	3979	1956
1	100	4262	1594
2	100	4199	2116
1	101	4614	1573
2	101	4555	2057
1	102	218	1602
2	102	161	2196
1	103	489	1635
2	103	434	2218
1	104	443	1633
2	104	387	2218
1	105	1171	1675
2	105	1117	2232
1	106	1101	1793
2	106	1049	2354
1	107	1367	1804
2	107	1316	2353
1	108	1545	1718
2	108	1492	2262
1	109	1724	1761
2	109	1672	2297
1	110	1851	1642
2	110	1794	2173
1	111	1894	1805
2	111	1843	2335
1	112	2397	1634
2	112	2339	2162
1	113	3036	1822
2	113	2982	2359
1	114	3401	1810
2	114	3341	2393
1	115	3851	1632
2	115	3789	2170
1	116	3886	1688
2	116	3825	2233
1	117	4165	1662
2	117	4106	2187
1	118	4297	1772
2	118	4242	2295
1	119	4733	1595
2	119	4675	2083
1	120	351	2021
2	120	310	2611
1	121	605	2043
2	121	566	2622
1	122	889	1903
2	122	842	2472
1	123	1202	2014
2	123	1160	2571
1	124	1256	1990
2	124	1212	2544
1	125	1416	1884
2	125	1370	2433
1	126	1780	2014
2	126	1737	2554
1	127	2003	1909
2	127	1957	2435
1	128	1881	1930
2	128	1835	2460
1	129	2641	1951
2	129	2592	2490
1	130	2739	1949
2	130	2691	2487
1	131	3043	1923
2	131	2994	2460
1	132	3094	1867
2	132	3042	2401
1	133	3498	2029
2	133	3446	2613
1	134	3801	1892
2	134	3750	2426
1	135	4454	1859
2	135	4405	2358
1	136	4262	1999
2	136	4218	2508
1	137	4814	1909
2	137	4761	2451
1	138	4788	1887
2	138	4736	2431
1	139	437	2260
2	139	404	2856
1	140	703	2237
2	140	668	2822
1	141	1035	2196
2	141	999	2771
1	142	1288	2192
2	142	1250	2763
1	143	1704	2082
2	143	1663	2630
1	144	2445	2179
2	144	2405	2724
1	145	2744	2242
2	145	2706	2791
1	146	2738	2072
2	146	2693	2619
1	147	3171	2063
2	147	3118	2656
1	148	3264	2222
2	148	3216	2816
1	149	3540	2157
2	149	3493	2741
1	150	3457	2205
2	150	3409	2792
1	151	3715	2139
2	151	3669	2716
1	152	4358	2122
2	152	4318	2625
1	153	4681	2108
2	153	4635	2658
1	154	4722	2074
2	154	4674	2622
1	155	279	2386
2	155	251	2989
1	156	349	2353
2	156	320	2954
1	157	1485	2335
2	157	1453	2902
1	158	2121	2368
2	158	2089	2915
1	159	2030	2360
2	159	1998	2905
1	160	2140	2292
2	160	2106	2837
1	161	2456	2425
2	161	2424	2975
1	162	2875	2501
2	162	2844	3046
1	163	3137	2280
2	163	3096	2878
1	164	3395	2345
2	164	3354	2935
1	165	4029	2481
2	165	4001	2983
1	166	300	2563
2	166	281	3165
1	167	536	2631
2	167	516	3228
1	168	687	2636
2	168	667	3231
1	169	1102	2588
2	169	1079	3169
1	170	1298	2637
2	170	1276	3213
1	171	1397	2694
2	171	1379	3266
1	172	1645	2529
2	172	1619	3094
1	173	1817	2677
2	173	1796	3237
1	174	2691	2657
2	174	2668	3206
1	175	2870	2532
2	175	2842	3076
1	176	3123	2688
2	176	3101	3223
1	177	3213	2718
2	177	3191	3249
1	178	3360	2607
2	178	3328	3198
1	179	3887	2684
2	179	3867	3190
1	180	4156	2693
2	180	4136	3196
1	181	4263	2685
2	181	4244	3181
1	182	4765	2608
2	182	4743	3105
1	183	213	2787
2	183	200	3396
1	184	445	2927
2	184	437	3529
1	185	637	2954
2	185	628	3551
1	186	1776	2862
2	186	1762	3424
1	187	1947	2827
2	187	1931	3389
1	188	2222	2851
2	188	2205	3406
1	189	2445	2757
2	189	2426	3310
1	190	2615	2781
2	190	2596	3331
1	191	2957	2927
2	191	2945	3467
1	192	3327	2881
2	192	3313	3407
1	193	3460	2942
2	193	3448	3466
1	194	3764	2761
2	194	3745	3278
1	195	4200	2749
2	195	4184	3247
1	196	4180	2804
2	196	4168	3300
1	197	4319	2837
2	197	4307	3328
1	198	4505	2867
2	198	4489	3386
1	199	4684	2847
2	199	4668	3375
1	200	752	2981
2	200	746	3575
1	201	887	3023
2	201	881	3614
1	202	1269	2970
2	202	1260	3548
1	203	1741	2969
2	203	1733	3533
1	204	2118	3043
2	204	2109	3602
1	205	2122	2980
2	205	2111	3536
1	206	2346	2976
2	206	2334	3538
1	207	2289	2985
2	207	2276	3547
1	208	2451	2970
2	208	2438	3528
1	209	2747	3012
2	209	2735	3557
1	210	3123	3068
2	210	3115	3601
1	211	3109	3080
2	211	3102	3614
1	212	3490	2995
2	212	3480	3516
1	213	4366	3076
2	213	4361	3566
1	214	4421	3124
2	214	4420	3612
1	215	177	206
2	215	68	802
1	216	222	80
2	216	109	674
1	217	467	29
2	217	351	613
1	218	623	184
2	218	513	763
1	219	707	148
2	219	594	722
1	220	957	86
2	220	843	651
1	221	1284	90
2	221	1171	642
1	222	1425	44
2	222	1309	590
1	223	1261	219
2	223	1152	773
1	224	1765	148
2	224	1652	681
1	225	1621	93
2	225	1509	629
1	226	2449	144
2	226	2338	649
1	227	2629	54
2	227	2514	553
1	228	3123	91
2	228	2999	681
1	229	3397	178
2	229	3285	679
1	230	4209	126
2	230	4096	610
1	231	3955	220
2	231	3844	711
1	232	4541	80
2	232	4428	547
1	233	4600	164
2	233	4491	630
1	234	4788	97
2	234	4679	556
1	235	290	287
2	235	185	879
1	236	301	387
2	236	200	979
1	237	946	391
2	237	843	957
1	238	1241	408
2	238	1140	960
1	239	1604	362
2	239	1499	901
1	240	1558	422
2	240	1457	963
1	241	2284	311
2	241	2177	822
1	242	2537	452
2	242	2438	956
1	243	2916	400
2	243	2813	907
1	244	3333	412
2	244	3228	923
1	245	3282	356
2	245	3175	863
1	246	3364	311
2	246	3257	818
1	247	3429	446
2	247	3326	953
1	248	4255	366
2	248	4151	845
1	249	4195	370
2	249	4091	854
1	250	4492	412
2	250	4390	885
1	251	4485	335
2	251	4382	806
1	252	4750	374
2	252	4648	838
1	253	4619	285
2	253	4514	761
1	254	226	637
2	254	134	1231
1	255	414	549
2	255	318	1136
1	256	639	477
2	256	540	1055
1	257	1212	640
2	257	1118	1195
1	258	1192	672
2	258	1101	1228
1	259	1407	496
2	259	1308	1044
1	260	1246	496
2	260	1148	1048
1	261	1564	578
2	261	1468	1120
1	262	2382	660
2	262	2290	1169
1	263	2559	650
2	263	2464	1158
1	264	2992	539
2	264	2892	1050
1	265	3118	616
2	265	3021	1127
1	266	3117	599
2	266	3020	1111
1	267	3475	493
2	267	3373	1000
1	268	3810	459
2	268	3708	955
1	269	3807	655
2	269	3713	1152
1	270	4021	561
2	270	3924	1051
1	271	4409	568
2	271	4309	1086
1	272	4299	455
2	272	4200	937
1	273	539	692
2	273	448	1273
1	274	311	747
2	274	222	1344
1	275	828	755
2	275	738	1325
1	276	783	732
2	276	693	1304
1	277	1144	735
2	277	1054	1292
1	278	960	759
2	278	873	1323
1	279	1469	862
2	279	1384	1408
1	280	1418	812
2	280	1332	1359
1	281	1628	874
2	281	1544	1413
1	282	2075	811
2	282	1989	1331
1	283	2047	819
2	283	1960	1341
1	284	2481	803
2	284	2392	1312
1	285	2833	696
2	285	2741	1208
1	286	3197	837
2	286	3107	1355
1	287	3092	756
2	287	3001	1270
1	288	3877	726
2	288	3786	1222
1	289	4071	814
2	289	3983	1313
1	290	4299	703
2	290	4209	1196
1	291	762	996
2	291	682	1569
1	292	990	989
2	292	905	1564
1	293	970	1091
2	293	892	1666
1	294	1299	1083
2	294	1222	1635
1	295	1249	1030
2	295	1169	1584
1	296	2017	1019
2	296	1938	1543
1	297	1959	1108
2	297	1883	1635
1	298	2988	963
2	298	2904	1481
1	299	3133	965
2	299	3050	1484
1	300	3406	1082
2	300	3325	1601
1	301	3620	1128
2	301	3542	1644
1	302	3783	1008
2	302	3702	1517
1	303	3722	996
2	303	3640	1505
1	304	3853	1020
2	304	3771	1531
1	305	4175	1096
2	305	4096	1615
1	306	4540	964
2	306	4455	1485
1	307	4784	1041
2	307	4702	1554
1	308	1044	1171
2	308	971	1733
1	309	1266	1312
2	309	1198	1863
1	310	2310	1230
2	310	2238	1743
1	311	2553	1184
2	311	2479	1704
1	312	2554	1252
2	312	2482	1773
1	313	3109	1285
2	313	3035	1811
1	314	3880	1235
2	314	3803	1771
1	315	3971	1359
2	315	3900	1891
1	316	4282	1186
2	316	4206	1699
1	317	4784	1245
2	317	4709	1760
1	318	222	1520
2	318	162	2113
1	319	397	1571
2	319	341	2158
1	320	413	1518
2	320	353	2102
1	321	639	1559
2	321	582	2137
1	322	757	1518
2	322	695	2090
1	323	1071	1436
2	323	1006	1998
1	324	1754	1451
2	324	1690	1986
1	325	1766	1440
2	325	1704	1973
1	326	1940	1539
2	326	1880	2067
1	327	2343	1487
2	327	2280	2006
1	328	2437	1551
2	328	2376	2075
1	329	2949	1590
2	329	2887	2121
1	330	3134	1437
2	330	3065	1967
1	331	3113	1549
2	331	3049	2081
1	332	3348	1591
2	332	3286	2119
1	333	3421	1442
2	333	3354	1968
1	334	4051	1440
2	334	3981	1968
1	335	4553	1527
2	335	4492	2015
1	336	4323	1549
2	336	4259	2069
1	337	4832	1381
2	337	4764	1891
1	338	1851	1799
2	338	1799	2328
1	339	2190	1784
2	339	2138	2304
1	340	2722	1821
2	340	2670	2357
1	341	2660	1783
2	341	2605	2317
1	342	2795	1789
2	342	2741	2323
1	343	3073	1600
2	343	3012	2132
1	344	3066	1733
2	344	3009	2269
1	345	3451	1792
2	345	3392	2375
1	346	4098	1640
2	346	4038	2169
1	347	4526	1656
2	347	4469	2145
1	348	164	2040
2	348	126	2635
1	349	179	2045
2	349	139	2638
1	350	807	1979
2	350	764	2551
1	351	936	1916
2	351	891	2482
1	352	1652	2034
2	352	1610	2580
1	353	1896	2046
2	353	1854	2583
1	354	2415	1845
2	354	2363	2376
1	355	2403	1831
2	355	2352	2362
1	356	2552	2020
2	356	2507	2561
1	357	2919	1967
2	357	2869	2510
1	358	2937	1947
2	358	2888	2488
1	359	3950	1823
2	359	3895	2357
1	360	4042	1904
2	360	3990	2436
1	361	4152	1939
2	361	4101	2469
1	362	209	2132
2	362	174	2732
1	363	541	2233
2	363	507	2824
1	364	832	2217
2	364	796	2798
1	365	963	2130
2	365	924	2704
1	366	1294	2115
2	366	1254	2680
1	367	1773	2097
2	367	1732	2643
1	368	1844	2143
2	368	1805	2687
1	369	1912	2233
2	369	1875	2776
1	370	2419	2196
2	370	2379	2743
1	371	2583	2130
2	371	2541	2675
1	372	2543	2263
2	372	2505	2809
1	373	3698	2153
2	373	3650	2730
1	374	4036	2089
2	374	3994	2596
1	375	3956	2060
2	375	3914	2571
1	376	303	2308
2	376	273	2910
1	377	514	2462
2	377	489	3060
1	378	635	2499
2	378	610	3094
1	379	862	2318
2	379	830	2904
1	380	1213	2461
2	380	1185	3039
1	381	1028	2481
2	381	1002	3064
1	382	1406	2319
2	382	1373	2889
1	383	1665	2472
2	383	1637	3034
1	384	1638	2376
2	384	1608	2937
1	385	2409	2459
2	385	2378	3010
1	386	2445	2439
2	386	2413	2991
1	387	3552	2433
2	387	3513	3014
1	388	3806	2496
2	388	3772	3066
1	389	3809	2377
2	389	3768	2946
1	390	4244	2320
2	390	4210	2842
1	391	4437	2498
2	391	4411	3012
1	392	107	2637
2	392	89	3247
1	393	352	2614
2	393	333	3217
1	394	853	2617
2	394	831	3206
1	395	1012	2527
2	395	988	3111
1	396	1291	2539
2	396	1266	3115
1	397	1938	2516
2	397	1912	3069
1	398	2087	2672
2	398	2064	3230
1	399	2276	2530
2	399	2247	3085
1	400	2194	2577
2	400	2168	3134
1	401	2535	2599
2	401	2510	3151
1	402	2656	2652
2	402	2632	3202
1	403	2796	2543
2	403	2768	3090
1	404	2831	2677
2	404	2808	3222
1	405	3099	2631
2	405	3074	3168
1	406	3460	2574
2	406	3426	3161
1	407	3904	2586
2	407	3880	3092
1	408	4107	2549
2	408	4084	3049
1	409	4295	2650
2	409	4275	3145
1	410	4679	2682
2	410	4659	3187
1	411	185	2946
2	411	179	3554
1	412	575	2920
2	412	565	3518
1	413	649	2871
2	413	637	3469
1	414	1134	2831
2	414	1120	3412
1	415	1129	2854
2	415	1117	3436
1	416	1291	2945
2	416	1280	3522
1	417	1228	2889
2	417	1216	3468
1	418	1608	2829
2	418	1594	3395
1	419	1974	2816
2	419	1958	3374
1	420	2254	2803
2	420	2236	3357
1	421	2778	2953
2	421	2766	3498
1	422	3199	2811
2	422	3182	3347
1	423	3347	2940
2	423	3334	3470
1	424	3464	2873
2	424	3450	3395
1	425	3702	2901
2	425	3688	3420
1	426	3932	2885
2	426	3920	3389
1	427	4708	2920
2	427	4695	3451
1	428	509	2967
2	428	503	3568
1	429	1108	3030
2	429	1102	3612
1	430	1178	3009
2	430	1170	3590
1	431	1324	2997
2	431	1317	3574
1	432	1630	3009
2	432	1622	3575
1	433	2599	2968
2	433	2587	3518
1	434	2967	2999
2	434	2957	3537
1	435	4693	2976
2	435	4681	3509
1	436	4737	3062
2	436	4731	3591
